,Unnamed: 0,3平均着順,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,天候,地面,発走,場所,レース名,ラウンド数,コース,日付
647,14,9.0,2:35.1,36.5,16.0,,204.8,,セ9,57.0,8.0,1.3/4,15,[西]平田修,,,4-3-3-6,鈴木隆司,460,カレンミロティック,15,川田将雅,**,晴 ,良 ,15,中山,第62回有馬記念(G1),11R,芝右2500m ,2017-12-24
648,15,4.5,2:35.5,36.6,13.0,,72.9,,牡6,57.0,5.0,2.1/2,16,[東]金成貴史,,,8-8-8-8,さくらコマース,494,サクラアンプルール,9,蛯名正義,**,晴 ,良 ,15,中山,第62回有馬記念(G1),11R,芝右2500m ,2017-12-24
649,0,2.25,2:11.2,34.3,1.0,,2.0,,牡4,57.0,6.0,,1,[東]藤沢和雄,,"6,785.4",8-8-8-8,キャロットファーム,484,レイデオロ,7,ルメール,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
650,1,2.5,2:11.2,34.9,3.0,,5.0,,牡4,57.0,1.0,クビ,2,[西]池江泰寿,,"2,724.4",2-2-2-2,サンデーレーシング,518,アルアイン,1,北村友一,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
651,2,4.5,2:11.7,34.9,2.0,,3.8,,牡4,57.0,2.0,3,3,[西]音無秀孝,,"1,712.2",6-6-6-9,サンデーレーシング,482,ダンビュライト,2,武豊,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
652,3,2.0,2:11.8,34.8,5.0,,17.0,,牡7,56.0,8.0,クビ,4,[西]吉村圭司,,"1,000.0",9-9-9-4,ラッキーフィールド,496,エアアンセム,11,田辺裕信,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
653,4,5.0,2:11.8,34.8,9.0,,108.7,,牡7,56.0,5.0,アタマ,5,[東]上原博之,,670.0,10-10-9-11,国本哲秀,450,ショウナンバッハ,6,三浦皇成,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
654,5,3.75,2:11.9,34.9,7.0,,27.5,,牡6,56.0,7.0,1/2,6,[東]斎藤誠,,,10-11-9-9,シルクレーシング,520,ブラックバゴ,10,池添謙一,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
655,6,4.0,2:12.0,35.3,4.0,,9.7,,牡5,57.0,3.0,3/4,7,[西]松元茂樹,,,5-5-5-3,杉澤光雄,504,ガンコ,3,藤岡佑介,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
656,7,8.5,2:12.2,35.0,11.0,,308.4,,牡6,56.0,5.0,1.1/4,8,[東]堀宣行,,,12-12-12-12,猪熊広次,498,ブライトバローズ,5,石橋脩,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
657,8,5.75,2:12.7,35.9,12.0,,309.6,,牡7,56.0,8.0,3,9,[東]高木登,,,6-6-6-4,サラブレッドクラブ・ラフィアン,492,マイネルフロスト,12,柴田大知,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
658,9,1.5,2:13.3,36.8,8.0,,39.6,,牡5,56.0,7.0,3.1/2,10,[東]伊藤大士,,,3-3-3-4,三島宣彦,490,ミライヘノツバサ,9,北村宏司,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
659,10,7.25,2:13.3,36.8,6.0,,18.1,,牡7,57.0,6.0,クビ,11,[東]中川公成,,,3-4-3-4,居城寿与,488,ゴールドアクター,8,吉田隼人,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
660,11,8.25,2:13.7,37.8,10.0,,130.7,,牡8,56.0,4.0,2,12,[東]相沢郁,,,1-1-1-1,サラブレッドクラブ・ラフィアン,490,マイネルミラノ,4,丹内祐次,**,晴 ,良 ,15,中山,第64回産経賞オールカマー(G2),11R,芝右外2200m ,2018-09-23
661,0,1.75,2:27.57,,1.0,,---,,牡5,58.0,,,1,[外]ファーブ,,,,Gestut Ammerland & Newsells Park,,ヴァルトガイスト,2,ブドー,, ,良 ,0,1R,フォワ賞(G2),結果/払戻,芝右2400m ,2019-09-15
662,1,1.25,,,3.0,,---,,牡6,58.0,,,2,[外]マルチア,,,,Paolo Ferrario,,ウェイトゥパリス,1,Ｃ．デム,, ,良 ,0,1R,フォワ賞(G2),結果/払戻,芝右2400m ,2019-09-15
663,2,2.25,,,2.0,,---,,牡5,58.0,,,3,[西]角居勝彦,,,,石川達絵,,キセキ,3,スミヨン,, ,良 ,0,1R,フォワ賞(G2),結果/払戻,芝右2400m ,2019-09-15
664,3,1.5,,,4.0,,---,,牡7,58.0,,,4,[外]ヴァーミ,,,,MARTIN S. SCHWARTZ RACING,,シルバーウェーヴ,4,ギュイヨ,, ,良 ,0,1R,フォワ賞(G2),結果/払戻,芝右2400m ,2019-09-15
665,0,1.5,1:58.2,34.1,1.0,,3.5,,牡4,57.0,8.0,,1,[西]庄野靖志,,"12,340.2",15-15-1-1,ＮＩＣＫＳ,516,スワーヴリチャード,15,Ｍ．デム,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
666,1,2.75,1:58.3,33.7,6.0,,16.3,,牡4,57.0,3.0,3/4,2,[西]池江泰寿,,"4,897.2",11-10-9-9,Ｇ１レーシング,482,ペルシアンナイト,5,福永祐一,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
667,2,2.75,1:58.4,34.0,2.0,,3.6,,牡4,57.0,4.0,1/2,3,[西]池江泰寿,,"3,048.6",5-5-5-5,サンデーレーシング,516,アルアイン,8,川田将雅,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
668,3,5.5,1:58.6,33.7,10.0,,38.5,,牡6,57.0,2.0,1.1/2,4,[西]池添兼雄,,"1,800.0",9-8-13-14,山田和夫,518,ヤマカツエース,3,池添謙一,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
669,4,2.25,1:58.7,34.0,5.0,,12.3,,牡4,57.0,1.0,クビ,5,[東]菊沢隆徳,,"1,200.0",14-13-13-10,野田みづき,474,ミッキースワロー,1,横山典弘,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
670,5,1.75,1:58.8,34.5,8.0,,20.1,,牡4,57.0,7.0,3/4,6,[西]音無秀孝,,,2-2-3-4,サンデーレーシング,482,ダンビュライト,14,浜中俊,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
671,6,5.5,1:59.2,34.5,3.0,,4.0,,牡5,57.0,1.0,2.1/2,7,[西]池江泰寿,,,6-5-12-12,サトミホースカンパニー,508,サトノダイヤモンド,2,戸崎圭太,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
672,7,0.75,1:59.2,35.0,7.0,,19.4,,セ4,57.0,5.0,クビ,8,[西]須貝尚介,,,13-13-5-2,ＫＴレーシング,532,トリオンフ,9,田辺裕信,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
673,8,3.0,1:59.3,34.8,11.0,,69.0,,牝8,55.0,3.0,クビ,9,[西]大久保龍,,,3-3-5-10,大川徹,474,スマートレイアー,6,四位洋文,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
674,9,5.25,1:59.3,34.5,14.0,,249.1,,牡5,57.0,8.0,ハナ,10,[東]戸田博文,,,12-12-13-12,キャロットファーム,470,メートルダール,16,松山弘平,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
675,10,6.0,1:59.5,35.4,15.0,,259.3,,牡6,57.0,6.0,1.1/4,11,[西]池添兼雄,,,1-1-2-2,山田博康,540,ヤマカツライデン,12,酒井学,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
676,11,1.0,1:59.7,35.4,9.0,,37.0,,牡4,57.0,6.0,1.1/4,12,[東]畠山吉宏,,,3-3-4-5,ウイン,468,ウインブライト,11,松岡正海,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
677,12,1.75,1:59.7,35.2,4.0,,9.2,,牡6,57.0,2.0,ハナ,13,[西]友道康夫,,,6-8-9-7,佐々木主浩,470,シュヴァルグラン,4,三浦皇成,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
678,13,5.25,2:00.0,34.7,16.0,,555.7,,牡6,57.0,7.0,2,14,[西]今野貞一,,,16-16-16-16,中村政夫,478,マサハヤドリーム,13,北村友一,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
679,14,6.0,2:00.1,35.7,13.0,,107.8,,牡8,57.0,5.0,1/2,15,[西]池江泰寿,,,8-10-9-7,サトミホースカンパニー,510,サトノノブレス,10,幸英明,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
680,15,5.0,2:01.9,37.2,12.0,,80.6,,牡7,57.0,4.0,大,16,[東]中川公成,,,9-5-8-14,居城寿与,472,ゴールドアクター,7,吉田隼人,**,晴 ,良 ,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,2018-04-01
681,0,1.0,1:46.6,33.9,8.0,,38.4,,牡2,55.0,1.0,,1,[東]高木登,,"3,356.7",8-9-9,西山茂行,486,ニシノデイジー,2,勝浦正樹,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
682,1,1.0,1:46.6,33.7,7.0,,34.8,,牡2,55.0,2.0,ハナ,2,[東]古賀慎明,,"1,316.2",12-13-13,サンデーレーシング,496,アガラス,4,ビュイッ,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
683,2,0.5,1:46.6,33.9,4.0,,7.9,,牡2,55.0,3.0,アタマ,3,[西]藤原英昭,,838.1,8-10-9,社台レースホース,460,ヴァンドギャルド,5,Ｃ．デム,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
684,3,1.0,1:46.6,34.1,2.0,,3.7,,牡2,55.0,4.0,ハナ,4,[西]中内田充,,500.0,7-6-7,金子真人ホールディングス,482,ヴェロックス,7,ルメール,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
685,4,0.5,1:46.9,33.9,6.0,,18.7,,牡2,55.0,5.0,1.3/4,5,[東]堀宣行,,330.0,14-14-14,ダノックス,472,ダノンラスター,9,モレイラ,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
686,5,0.5,1:47.1,34.1,5.0,,12.6,,牡2,55.0,6.0,1.1/4,6,[東]奥村武,,,15-14-14,小笹芳央,476,ホウオウサーベル,12,Ｍ．デム,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
687,6,0.5,1:47.1,35.0,12.0,,98.8,,牡2,55.0,5.0,クビ,7,[西]藤沢則雄,,,3-2-2,栗本博晴,490,クリノガウディー,10,戸崎圭太,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
688,7,1.3333333333333333,1:47.2,34.4,11.0,,84.1,,牡2,55.0,7.0,1/2,8,[東]加藤征弘,,,12-10-11,近藤利一,468,アドマイヤスコール,14,田辺裕信,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
689,8,0.5,1:47.3,34.1,1.0,,2.5,,牡2,55.0,8.0,3/4,9,[東]藤沢和雄,,,15-16-16,フクキタル,514,ルヴォルグ,15,ムーア,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
690,9,3.5,1:47.5,35.2,15.0,,674.0,,牡2,55.0,1.0,1.1/4,10,[東]浅野洋一,,,2-5-5,篠崎恒雄,474,ハクサンタイヨウ,1,松岡正海,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
691,10,0.6666666666666666,1:47.5,35.1,3.0,,6.8,,牡2,55.0,2.0,クビ,11,[西]池添学,,,4-6-5,キャロットファーム,468,カテドラル,3,福永祐一,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
692,11,2.75,1:47.6,35.6,13.0,,220.4,,牡2,55.0,3.0,3/4,12,[東]小桧山悟,,,1-1-1,柴原榮,472,トーラスジェミニ,6,木幡育也,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
693,12,1.25,1:47.8,35.6,10.0,,48.0,,牡2,55.0,6.0,1.1/4,13,[地]河津裕昭,,,4-2-3,岡田繁幸,452,ナイママ,11,柴田大知,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
694,13,4.75,1:47.8,35.0,14.0,,600.5,,牡2,55.0,4.0,ハナ,14,[東]萱野浩二,,,8-10-11,島川隆哉,512,トーセンギムレット,8,三浦皇成,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
695,14,0.5,1:48.2,36.0,9.0,,39.5,,牡2,55.0,8.0,2.1/2,15,[西]松永幹夫,,,8-2-3,キーファーズ,444,ゴータイミング,16,武豊,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
696,15,2.75,1:51.0,38.4,16.0,,804.5,,牝2,54.0,7.0,大,16,[東]小島茂之,,,4-6-7,梅村浩,432,メイスンハナフブキ,13,石川裕紀,**,晴 ,良 ,15,東京,第23回東京スポーツ杯2歳S(G3),11R,芝左1800m ,2018-11-17
697,0,2.0,1:33.0,33.9,3.0,,6.4,,牡4,57.0,3.0,,1,[西]音無秀孝,,"11,357.0",4-5,シルクレーシング,472,インディチャンプ,5,池添謙一,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
698,1,4.75,1:33.2,34.2,1.0,,2.4,,牡4,57.0,7.0,1.1/2,2,[西]中内田充,,"4,502.0",4-3,ダノックス,506,ダノンプレミアム,14,川田将雅,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
699,2,4.75,1:33.3,33.7,6.0,,17.6,,牡5,57.0,4.0,クビ,3,[西]池江泰寿,,"2,851.0",10-12,Ｇ１レーシング,498,ペルシアンナイト,7,マーフィ,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
700,3,3.25,1:33.4,34.6,10.0,,46.8,,牡5,57.0,2.0,1/2,4,[西]昆貢,,"1,700.0",1-1,寺田千代乃,468,マイスタイル,3,田中勝春,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
701,4,1.5,1:33.4,34.1,2.0,,3.9,,牡3,56.0,1.0,クビ,5,[東]萩原清,,"1,100.0",6-7,ダノックス,452,ダノンキングリー,1,横山典弘,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
702,5,4.0,1:33.5,33.4,13.0,,80.4,,牡3,56.0,6.0,3/4,6,[西]池添学,,,16-15,キャロットファーム,490,カテドラル,11,武豊,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
703,6,3.25,1:33.6,34.4,12.0,,68.4,,牡3,56.0,5.0,クビ,7,[西]藤沢則雄,,,6-5,栗本博晴,488,クリノガウディー,9,藤岡佑介,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
704,7,2.75,1:33.8,34.8,11.0,,65.5,,牡7,57.0,1.0,1.1/4,8,[西]北出成人,,,3-3,松本俊廣,474,グァンチャーレ,2,松岡正海,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
705,8,5.25,1:33.8,34.2,15.0,,152.3,,牝5,55.0,2.0,クビ,9,[西]藤原英昭,,,10-10,東京ホースレーシング,452,レッドオルガ,4,岩田望来,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
706,9,1.5,1:33.8,34.0,4.0,,9.3,,牡4,57.0,8.0,クビ,10,[西]安田隆行,,,13-12,シルクレーシング,472,ダイアトニック,15,スミヨン,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
707,10,5.0,1:33.9,34.5,9.0,,41.2,,牝4,55.0,4.0,1/2,11,[東]木村哲也,,,8-7,シルクレーシング,496,プリモシーン,8,ビュイッ,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
708,11,5.25,1:34.1,33.8,17.0,,432.7,,牡5,57.0,7.0,1,12,[東]菊川正達,,,17-16,中村祐子,504,タイムトリップ,13,幸英明,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
709,12,4.0,1:34.1,35.2,14.0,,119.8,,牡5,57.0,3.0,クビ,13,[西]高野友和,,,2-2,吉田和美,552,フィアーノロマーノ,6,藤岡康太,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
710,13,3.5,1:34.2,34.8,7.0,,19.9,,牡5,57.0,6.0,クビ,14,[西]矢作芳人,,,8-7,キャピタル・システム,498,モズアスコット,12,和田竜二,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
711,14,3.25,1:34.3,34.4,8.0,,21.7,,牡4,57.0,8.0,1/2,15,[東]藤沢和雄,,,15-16,キャロットファーム,484,レイエンダ,17,ルメール,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
712,15,4.75,1:34.9,35.4,5.0,,15.5,,牡5,57.0,5.0,3.1/2,16,[西]池江泰寿,,,10-10,サンデーレーシング,526,アルアイン,10,ムーア,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
713,16,5.0,1:35.0,35.2,16.0,,267.5,,牡3,56.0,8.0,3/4,17,[東]相沢郁,,,13-14,高橋勉,450,エメラルファイト,16,石川裕紀,**,晴 ,良 ,15,京都,第36回マイルチャンピオンS(G1),11R,芝右外1600m ,2019-11-17
714,0,6.0,2:16.3,36.1,4.0,,10.5,,牡4,55.0,4.0,,1,[西]宮本博,,"6,270.0",4-3-2-4,前田幸治,486,クリンチャー,4,藤岡佑介,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
715,1,3.5,2:16.5,36.2,3.0,,6.6,,牡4,57.0,8.0,1,2,[西]池江泰寿,,"2,520.0",5-5-6-4,サンデーレーシング,522,アルアイン,10,川田将雅,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
716,2,1.0,2:16.5,36.4,1.0,,1.6,,牡4,57.0,6.0,クビ,3,[東]藤沢和雄,,"1,610.0",6-6-2-3,キャロットファーム,488,レイデオロ,6,バルジュ,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
717,3,2.75,2:16.5,35.9,2.0,,5.2,,牝4,54.0,5.0,ハナ,4,[西]鮫島一歩,,930.0,8-7-7-7,キャピタル・システム,480,モズカッチャン,5,Ｍ．デム,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
718,4,5.0,2:16.8,36.2,9.0,,189.4,,牡6,56.0,2.0,2,5,[西]西橋豊治,,620.0,8-9-9-6,田畑富子,470,ケントオー,2,小牧太,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
719,5,3.5,2:17.3,36.6,6.0,,12.5,,牝4,54.0,3.0,3,6,[西]橋田満,,,7-7-8-7,森田藤治,500,ディアドラ,3,福永祐一,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
720,6,4.5,2:17.4,37.3,7.0,,19.7,,牡5,56.0,8.0,3/4,7,[西]音無秀孝,,,3-3-2-2,野田みづき,488,ミッキーロケット,9,松若風馬,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
721,7,1.0,2:17.4,37.4,5.0,,12.3,,牝5,54.0,7.0,クビ,8,[西]西浦勝一,,,1-1-1-1,大塚亮一,434,クロコスミア,7,岩田康誠,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
722,8,7.5,2:19.5,38.6,10.0,,448.5,,牡8,56.0,7.0,大,9,[西]音無秀孝,,,10-10-10-9,福井明,480,アクションスター,8,太宰啓介,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
723,9,4.5,2:20.0,39.6,8.0,,140.3,,牝6,54.0,1.0,3,10,[西]鈴木孝志,,,2-2-2-9,アスール,508,プリメラアスール,1,酒井学,**,晴 ,重 ,15,京都,第111回京都記念(G2),11R,芝右外2200m ,2018-02-11
724,0,0.5,1:48.1,34.1,2.0,,3.6,,牡2,54.0,2.0,,1,[西]池添学,,"1,614.7",1-1,キャロットファーム,474,カテドラル,2,福永祐一,**,曇 ,良 ,14,阪神,野路菊ステークス ,9R,芝右外1800m ,2018-09-15
