,Unnamed: 0,3平均着順,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,天候,地面,発走,場所,レース名,ラウンド数,コース,日付
275,2,3.25,2:13.6,34.7,1.0,,3.6,,牝4,56.0,4.0,3,3,[西]鮫島一歩,,"2,651.6",5-6-5-5,キャピタル・システム,490,モズカッチャン,7,Ｍ．デム,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
276,3,1.0,2:13.6,34.5,4.0,,5.7,,牝4,56.0,3.0,クビ,4,[東]小島茂之,,"1,600.0",8-9-7-7,東京ホースレーシング,492,レッドジェノヴァ,5,池添謙一,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
277,4,1.75,2:13.7,34.9,2.0,,3.8,,牝3,54.0,7.0,クビ,5,[東]萩原清,,"1,050.0",5-3-3-3,池谷誠一,466,ノームコア,13,ルメール,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
278,5,4.25,2:13.7,34.7,5.0,,7.7,,牝3,54.0,4.0,クビ,6,[西]中竹和也,,,3-3-6-5,石川達絵,434,カンタービレ,8,Ｃ．デム,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
279,6,1.75,2:13.7,34.7,7.0,,25.8,,牝5,56.0,1.0,ハナ,7,[東]国枝栄,,,7-7-7-7,三協ファーム,476,フロンテアクイーン,2,蛯名正義,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
280,7,1.0,2:13.8,34.5,6.0,,23.5,,牝5,56.0,8.0,クビ,8,[東]木村哲也,,,8-7-9-9,キャロットファーム,458,コルコバード,16,浜中俊,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
281,8,6.25,2:13.9,34.2,8.0,,30.1,,牝8,56.0,6.0,1/2,9,[西]大久保龍,,,16-16-13-15,大川徹,478,スマートレイアー,11,武豊,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
282,9,2.25,2:13.9,34.3,14.0,,221.0,,牝6,56.0,5.0,クビ,10,[西]吉村圭司,,,12-12-13-13,市川義美ホールディングス,492,ヴァフラーム,10,川又賢治,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
283,10,2.5,2:14.0,34.2,13.0,,202.2,,牝5,56.0,7.0,クビ,11,[東]古賀慎明,,,14-14-16-16,サンデーレーシング,486,ワンブレスアウェイ,14,津村明秀,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
284,11,3.75,2:14.0,35.3,10.0,,61.4,,牝4,56.0,8.0,クビ,12,[西]昆貢,,,2-2-2-2,寺田千代乃,514,ミスパンテール,17,横山典弘,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
285,12,4.0,2:14.1,34.7,12.0,,110.7,,牝5,56.0,2.0,1/2,13,[西]橋田満,,,11-12-10-11,永井啓弍,426,レイホーロマンス,3,福永祐一,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
286,13,4.75,2:14.1,34.5,11.0,,62.1,,牝5,56.0,3.0,アタマ,14,[西]須貝尚介,,,14-14-13-13,近藤利一,432,アドマイヤリード,6,藤岡康太,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
287,14,5.0,2:14.3,34.8,15.0,,306.2,,牝5,56.0,8.0,1.1/4,15,[西]本田優,,,12-11-12-12,吉岡實,464,エテルナミノル,15,四位洋文,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
288,15,6.0,2:14.9,35.0,17.0,,352.7,,牝6,56.0,1.0,3.1/2,16,[西]平田修,,,17-17-17-17,亀井哲也,470,ハッピーユニバンス,1,松若風馬,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
289,16,6.25,2:15.2,36.5,16.0,,311.6,,牝6,56.0,2.0,2,17,[西]鈴木孝志,,,3-3-3-3,アスール,504,プリメラアスール,4,藤岡佑介,**,晴 ,良 ,15,京都,第43回エリザベス女王杯(G1),11R,芝右外2200m ,2018-11-11
290,0,0.0,1:48.7,34.2,1.0,,1.9,,牡2,54.0,8.0,,1,[西]中内田充,,700.0,4-4-3-2,金子真人ホールディングス,492,ヴェロックス,15,浜中俊,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
291,1,0.0,1:50.0,35.7,8.0,,40.8,,牡2,54.0,8.0,8,2,[西]石坂正,,280.0,1-1-1-1,吉澤克己,462,プラネットアース,16,松若風馬,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
292,2,0.0,1:50.1,35.5,2.0,,3.7,,牡2,54.0,3.0,3/4,3,[西]池江泰寿,,180.0,4-4-5-6,サトミホースカンパニー,448,サトノバリオス,5,Ｍ．デム,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
293,3,0.0,1:50.2,35.6,7.0,,39.3,,牡2,53.0,3.0,1/2,4,[西]西園正都,,110.0,2-3-5-3,ウイン,440,ウインアライバル,6,荻野極,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
294,4,0.0,1:50.2,35.7,13.0,,206.3,,牡2,54.0,6.0,クビ,5,[西]渡辺薫彦,,70.0,8-9-3-3,カナヤマホールディングス,502,リヴィエラ,11,幸英明,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
295,5,0.0,1:50.3,35.2,4.0,,18.1,,牝2,54.0,7.0,3/4,6,[西]高野友和,,,14-16-11-14,サンデーレーシング,502,キラープレゼンス,14,北村友一,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
296,6,0.0,1:50.4,35.2,11.0,,120.5,,牡2,54.0,7.0,1/2,7,[西]服部利之,,,16-14-13-10,熊田義孝,430,ジョウショームード,13,秋山真一,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
297,7,0.0,1:50.6,35.7,16.0,,473.2,,牝2,54.0,1.0,1.1/4,8,[西]服部利之,,,8-7-9-7,中島稔,418,アイファーキャノン,2,藤懸貴志,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
298,8,0.0,1:50.6,35.9,9.0,,53.3,,牝2,54.0,6.0,クビ,9,[西]高橋義忠,,,6-7-7-9,中村祐子,492,ベイコート,12,池添謙一,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
299,9,0.0,1:50.8,35.9,10.0,,61.5,,牡2,54.0,4.0,1.1/4,10,[西]五十嵐忠,,,6-6-9-7,サラブレッドクラブ・ラフィアン,432,マイネルロッシュ,8,国分優作,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
300,10,0.0,1:50.8,35.6,5.0,,26.1,,牝2,54.0,1.0,クビ,11,[西]西村真幸,,,11-9-13-10,藤田好紀,468,ユンゲンハフト,1,アヴドゥ,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
301,11,0.0,1:50.9,36.1,3.0,,6.2,,牡2,54.0,5.0,クビ,12,[西]須貝尚介,,,13-12-7-10,社台レースホース,492,イニティウム,10,武豊,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
302,12,0.0,1:51.2,36.8,12.0,,205.9,,牝2,54.0,4.0,2,13,[西]千田輝彦,,,3-2-2-3,八木良司,460,タガノカルーア,7,蛯名正義,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
303,13,0.0,1:51.7,36.7,14.0,,223.6,,牡2,54.0,2.0,3,14,[西]千田輝彦,,,10-9-11-13,カナヤマホールディングス,466,ミラーグロ,4,和田竜二,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
304,14,0.0,1:52.1,36.8,6.0,,27.7,,牡2,54.0,5.0,2.1/2,15,[西]西村真幸,,,11-12-13-16,田中成奉,458,タイセイモナーク,9,松山弘平,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
305,15,0.0,1:52.2,36.8,15.0,,405.4,,牡2,54.0,2.0,1/2,16,[西]藤沢則雄,,,14-14-16-14,ブルアンドベア,482,ブルベアコローレ,3,川須栄彦,**,晴 ,良 ,12,小倉,2歳新馬,5R,芝右1800m ,2018-08-05
306,0,0.5,1:48.1,34.3,1.0,,2.0,,牡3,56.0,7.0,,1,[東]手塚貴久,,"1,024.5",10-9-7-4,サンデーレーシング,486,フィエールマン,9,石橋脩,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
307,1,5.5,1:48.5,34.5,8.0,,56.1,,牡3,56.0,1.0,2.1/2,2,[西]森秀行,,407.0,5-5-9-7,西山茂行,428,ニシノベースマン,1,戸崎圭太,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
308,2,5.25,1:48.5,34.8,7.0,,25.0,,牡3,56.0,5.0,ハナ,3,[東]小野次郎,,253.5,5-5-5-4,島川隆哉,470,トーセンスーリヤ,5,三浦皇成,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
309,3,2.0,1:48.7,35.0,2.0,,3.2,,牡3,56.0,2.0,1,4,[東]藤沢和雄,,150.0,3-3-5-4,山本英俊,464,ライラックカラー,2,北村宏司,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
310,4,1.5,1:48.9,35.5,5.0,,10.8,,牡3,56.0,4.0,1.1/4,5,[東]奥村武,,100.0,1-1-1-1,ビッグレッドファーム,464,コスモレリア,4,柴田大知,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
311,5,2.5,1:48.9,35.4,3.0,,8.9,,牡3,56.0,8.0,クビ,6,[東]矢野英一,,,2-2-2-2,下河辺隆行,490,ホリデーモード,10,田辺裕信,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
312,6,4.75,1:49.3,35.7,9.0,,69.8,,牡3,56.0,6.0,2.1/2,7,[東]伊藤大士,,,5-5-3-2,前原敏行,502,アースビヨンド,7,内田博幸,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
313,7,4.25,1:49.4,35.0,6.0,,13.6,,牡3,56.0,3.0,3/4,8,[東]相沢郁,,,11-11-11-10,星野壽市,464,ライトカラカゼ,3,大野拓弥,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
314,8,0.5,1:49.5,35.6,4.0,,9.9,,牝3,54.0,7.0,3/4,9,[東]奥平雅士,,,8-8-7-7,山本武司,462,ルーモス,8,横山典弘,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
315,9,6.75,1:50.1,35.9,11.0,,473.9,,牝3,54.0,6.0,3.1/2,10,[東]中野栄治,,,8-9-10-10,井上勇人,426,ジョリプリュネル,6,武藤雅,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
316,10,2.0,1:50.5,36.9,10.0,,92.9,,牡3,56.0,8.0,2.1/2,11,[東]高市圭二,,,3-3-3-7,田中春美,522,レアバード,11,田中勝春,**,曇 ,良 ,14,中山,山藤賞 ,9R,芝右1800m ,2018-04-14
317,0,1.25,2:30.5,34.7,2.0,,6.7,,牝5,55.0,3.0,,1,[西]矢作芳人,,"30,340.2",10-10-11-9,キャロットファーム,468,リスグラシュー,6,レーン,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
318,1,2.75,2:31.3,35.4,3.0,,7.8,,牡3,55.0,5.0,5,2,[西]角居勝彦,,"12,097.2",13-13-11-7,キャロットファーム,504,サートゥルナーリア,10,スミヨン,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
319,2,1.5,2:31.4,35.0,4.0,,13.4,,牡3,55.0,4.0,クビ,3,[西]友道康夫,,"7,548.6",15-16-16-16,大塚亮一,492,ワールドプレミア,7,武豊,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
320,3,4.0,2:31.6,36.0,6.0,,18.4,,牡4,57.0,3.0,1.1/2,4,[東]手塚貴久,,"4,500.0",10-10-9-4,サンデーレーシング,482,フィエールマン,5,池添謙一,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
321,4,3.0,2:31.6,35.8,7.0,,27.1,,牡5,57.0,6.0,クビ,5,[西]角居勝彦,,"3,000.0",12-12-11-9,石川達絵,506,キセキ,11,ムーア,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
322,5,5.75,2:31.9,35.8,14.0,,135.4,,牡7,57.0,8.0,1.3/4,6,[西]友道康夫,,,14-14-14-13,佐々木主浩,470,シュヴァルグラン,16,福永祐一,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
323,6,5.0,2:32.1,36.0,9.0,,35.8,,牡5,57.0,4.0,1.1/4,7,[東]藤沢和雄,,,15-14-14-13,キャロットファーム,494,レイデオロ,8,三浦皇成,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
324,7,2.0,2:32.3,36.7,8.0,,33.7,,牡3,55.0,7.0,1,8,[西]中内田充,,,8-8-9-9,金子真人ホールディングス,494,ヴェロックス,14,川田将雅,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
325,8,1.25,2:32.3,36.9,1.0,,1.5,,牝4,55.0,5.0,ハナ,9,[東]国枝栄,,,8-8-7-4,シルクレーシング,486,アーモンドアイ,9,ルメール,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
326,9,5.25,2:32.4,37.2,10.0,,85.0,,牡4,57.0,2.0,クビ,10,[西]友道康夫,,,5-5-5-4,Ｇリビエール・レーシング,462,エタリオウ,3,横山典弘,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
327,10,8.5,2:32.8,38.0,15.0,,160.6,,牡5,57.0,7.0,2.1/2,11,[西]池江泰寿,,,4-4-3-3,サンデーレーシング,526,アルアイン,13,松山弘平,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
328,11,2.75,2:33.6,38.3,5.0,,17.5,,牡5,57.0,1.0,5,12,[西]庄野靖志,,,6-6-6-7,ＮＩＣＫＳ,526,スワーヴリチャード,2,マーフィ,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
329,12,5.0,2:34.0,39.9,13.0,,133.4,,牡5,57.0,2.0,2.1/2,13,[西]音無秀孝,,,2-2-2-2,社台レースホース,456,スティッフェリオ,4,丸山元気,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
330,13,1.75,2:35.0,42.1,12.0,,107.1,,牝5,55.0,8.0,6,14,[東]菊沢隆徳,,,1-1-1-1,サンデーレーシング,514,アエロリット,15,津村明秀,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
331,14,2.5,2:35.3,39.8,11.0,,104.6,,牝4,55.0,1.0,1.3/4,15,[西]高橋亮,,,7-6-7-13,前田幸治,474,スカーレットカラー,1,岩田康誠,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
332,15,3.5,2:35.3,40.6,16.0,,207.1,,牝6,55.0,6.0,クビ,16,[西]西浦勝一,,,2-3-3-12,大塚亮一,444,クロコスミア,12,藤岡佑介,**,曇 ,良 ,15,中山,第64回有馬記念(G1),11R,芝右2500m ,2019-12-22
333,0,3.75,2:14.1,32.8,3.0,,5.4,,牝4,56.0,1.0,,1,[西]松永幹夫,,"10,882.2",7-8-8-8,サンデーレーシング,518,ラッキーライラック,2,スミヨン,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
334,1,3.75,2:14.3,34.8,7.0,,23.1,,牝6,56.0,3.0,1.1/4,2,[西]西浦勝一,,"4,309.2",1-1-1-1,大塚亮一,448,クロコスミア,6,藤岡佑介,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
335,2,0.75,2:14.3,33.8,1.0,,2.5,,牝3,54.0,6.0,クビ,3,[西]矢作芳人,,"2,654.6",2-2-2-2,ＤＭＭドリームクラブ,472,ラヴズオンリーユー,11,Ｍ．デム,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
336,3,3.0,2:14.4,33.7,5.0,,20.8,,牝4,56.0,6.0,クビ,4,[西]高野友和,,"1,600.0",7-3-3-3,キャロットファーム,464,センテリュオ,12,ルメール,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
337,4,1.75,2:14.4,33.3,2.0,,3.5,,牝3,54.0,4.0,クビ,5,[西]斉藤崇史,,"1,050.0",5-6-6-5,サンデーレーシング,448,クロノジェネシス,8,北村友一,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
338,5,2.5,2:14.5,33.5,9.0,,57.1,,牝4,56.0,8.0,クビ,6,[西]池添学,,,3-3-5-5,シルクレーシング,448,サラキア,17,川田将雅,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
339,6,1.5,2:14.7,33.6,4.0,,7.7,,牝4,56.0,8.0,1.1/4,7,[西]高橋亮,,,5-6-6-5,前田幸治,486,スカーレットカラー,16,岩田康誠,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
340,7,2.75,2:14.8,33.3,13.0,,108.8,,牝5,56.0,5.0,クビ,8,[西]高橋康之,,,10-8-9-9,サンデーレーシング,442,アルメリアブルーム,9,武豊,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
341,8,3.75,2:14.9,33.2,12.0,,84.0,,牝4,56.0,7.0,3/4,9,[西]矢作芳人,,,9-10-13-13,サトミホースカンパニー,442,サトノガーネット,13,坂井瑠星,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
342,9,6.0,2:14.9,34.2,10.0,,65.2,,牝6,56.0,5.0,クビ,10,[東]国枝栄,,,3-3-4-3,三協ファーム,472,フロンテアクイーン,10,津村明秀,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
343,10,3.25,2:15.1,33.5,6.0,,21.3,,牝4,56.0,2.0,1.1/4,11,[東]斎藤誠,,,13-13-11-11,Ｇ１レーシング,500,ウラヌスチャーム,4,マーフィ,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
344,11,1.75,2:15.3,33.3,14.0,,126.7,,牝4,56.0,7.0,1.1/4,12,[東]鹿戸雄一,,,17-16-14-15,吉田千津,506,ゴージャスランチ,14,幸英明,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
345,12,6.25,2:15.5,33.6,18.0,,393.7,,牝6,56.0,4.0,1,13,[西]橋田満,,,13-14-14-15,永井啓弍,432,レイホーロマンス,7,岩崎翼,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
346,13,2.5,2:15.5,33.9,17.0,,199.7,,牝4,56.0,8.0,クビ,14,[西]石坂正,,,12-11-11-11,東京ホースレーシング,450,レッドランディーニ,18,池添謙一,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
347,14,4.75,2:15.5,33.8,11.0,,72.4,,牝3,54.0,2.0,アタマ,15,[東]斎藤誠,,,13-14-14-13,スリーエイチレーシング,474,シャドウディーヴァ,3,松山弘平,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
348,15,0.75,2:15.8,34.4,8.0,,44.3,,牝4,56.0,3.0,1.3/4,16,[東]堀宣行,,,10-11-9-9,サンデーレーシング,484,ポンデザール,5,藤岡康太,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
349,16,1.75,2:16.0,33.7,16.0,,166.3,,牝4,56.0,7.0,1.1/4,17,[西]寺島良,,,18-18-18-18,吉田勝利,466,ミスマンマミーア,15,浜中俊,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
350,17,1.75,2:16.2,34.1,15.0,,137.8,,牝5,56.0,1.0,1.1/2,18,[西]大久保龍,,,16-16-17-17,ノースヒルズ,448,ブライトムーン,1,福永祐一,**,晴 ,良 ,15,京都,第44回エリザベス女王杯(G1),11R,芝右外2200m ,2019-11-10
351,0,1.75,2:31.97,,9.0,,34.4,,牡5,59.5,,,1,[外]ファーブ,,,,Gestut Ammerland & Newsells Park,,ヴァルトガイスト,2,ブドー,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
352,1,0.75,,,1.0,,1.5,,牝5,58.0,,1.3/4,2,[外]ゴスデン,,,,K Abdullah,,エネイブル,8,デットー,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
353,2,0.75,,,3.0,,8.4,,牡3,56.5,,1.3/4,3,[外]ＪＣ．ル,,,,White Birch Farm,,Sottsass,12,Ｃ．デム,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
354,3,0.75,,,2.0,,7.4,,牡3,56.5,,1/2,4,[外]オブライ,,,,Derrick Smith & Mrs John Magnier & Michael Tabor,,Japan,10,ムーア,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
355,4,1.25,,,8.0,,21.0,,牝4,58.0,,6,5,[外]オブライ,,,,Derrick Smith & Mrs John Magnier & Michael Tabor,,マジカル,9,Ｄ．オブ,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
356,5,2.25,,,10.0,,108.9,,牡3,56.5,,3.1/2,6,[外]ＪＣ．ル,,,,Claudio Marzocco,,Soft Light,11,武豊,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
357,6,1.75,,,7.0,,19.4,,牡5,59.5,,8,7,[西]角居勝彦,,,,石川達絵,,キセキ,4,スミヨン,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
358,7,2.0,,,12.0,,249.1,,牡5,59.5,,5,8,[外]ルカ,,,,Syndikat V3J,,Nagano Gold,7,バルザロ,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
359,8,0.75,,,11.0,,156.1,,牡4,59.5,,5,9,[外]パンタル,,,,アブドッラー・ビン・ハリーファ・アール＝サーニー,,French King,1,ペリエ,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
360,9,1.25,,,6.0,,19.4,,牡4,59.5,,2.1/2,10,[外]アップル,,,,ゴドルフィン,,Ghaiyyath,3,ビュイッ,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
361,10,3.75,,,5.0,,18.1,,牡4,59.5,,ハナ,11,[東]大竹正博,,,,シルクレーシング,,ブラストワンピース,5,川田将雅,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
362,11,1.5,,,4.0,,11.1,,牡4,59.5,,大,12,[東]手塚貴久,,,,サンデーレーシング,,フィエールマン,6,ルメール,, ,重 ,16,4R,凱旋門賞(G1),結果/払戻,芝右2400m ,2019-10-06
363,0,1.3333333333333333,2:27.0,34.1,4.0,,4.5,,牝3,54.0,4.0,,1,[西]角居勝彦,,"1,022.4",10-10-8-5,サトミホースカンパニー,450,サトノワルキューレ,4,Ｍ．デム,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
364,1,1.25,2:27.1,34.5,2.0,,3.2,,牡3,56.0,8.0,1/2,2,[西]友道康夫,,406.4,6-6-6-1,Ｇリビエール・レーシング,456,エタリオウ,10,和田竜二,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
365,2,2.0,2:27.1,34.0,5.0,,15.6,,牡3,56.0,5.0,クビ,3,[西]石坂正,,253.2,7-6-7-8,Ｇ１レーシング,472,シュナイデン,5,武豊,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
366,3,2.0,2:27.5,34.2,6.0,,29.6,,牡3,56.0,7.0,2.1/2,4,[西]須貝尚介,,150.0,8-8-9-9,小林英一ホールディングス,500,ゴールドフラッグ,8,岩田康誠,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
367,4,1.25,2:28.0,35.1,3.0,,4.2,,牡3,56.0,3.0,3,5,[西]藤岡健一,,100.0,5-5-3-5,シルクレーシング,464,ドレーク,3,川田将雅,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
368,5,4.5,2:28.8,35.9,9.0,,282.7,,牡3,56.0,1.0,5,6,[西]平田修,,,4-4-3-5,大西定,462,サダムラピュタ,1,幸英明,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
369,6,4.25,2:28.8,36.1,7.0,,43.3,,牝3,54.0,2.0,アタマ,7,[西]斉藤崇史,,,3-3-3-3,窪田康志,446,リュヌルージュ,2,福永祐一,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
370,7,2.75,2:29.6,37.0,8.0,,87.2,,牡3,56.0,7.0,5,8,[西]角田晃一,,,1-1-1-2,八木良司,470,タガノスカイハイ,7,古川吉洋,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
371,8,0.5,2:30.4,37.7,1.0,,2.8,,牡3,56.0,8.0,5,9,[西]池江泰寿,,,2-2-2-3,キャロットファーム,494,ヴェルテアシャフト,9,ルメール,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
372,9,4.0,2:32.0,37.8,10.0,,696.4,,牝3,54.0,6.0,10,10,[地]湯前良人,,,9-9-10-10,ホースケア,418,スリルトサスペンス,6,佐藤友則,**,晴 ,良 ,14,阪神,ゆきやなぎ賞 ,9R,芝右外2400m ,2018-03-10
373,0,3.25,2:23.7,34.7,5.0,,13.3,,牡5,57.0,1.0,,1,[西]友道康夫,,"30,365.4",5-4-4-4,佐々木主浩,470,シュヴァルグラン,1,ボウマン,**,晴 ,良 ,15,東京,第37回ジャパンカップ(G1),11R,芝左2400m ,2017-11-26
